,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,lyric
63,i know places,1989 (Deluxe),Taylor Swift,1/1/14,195706,58,0.602,0.245,0.755,0.0,0.178,-4.991,0.071,0.495,159.965,"I, I, I, I, I, I, I, I-I I, I, I, I, I, I, I, I-I I, I, I, I, I, I, I, I-I (I, I, I, I) You stand with your hand on my waistline It's a scene and we're out here in plain sight I can hear them whisper as we pass by It's a bad sign, bad sign Something happens when everybody finds out See the vultures circling, dark clouds Love's a fragile little flame, it could burn out It could burn out 'Cause they got the cages, they got the boxes and guns They are the hunters, we are the foxes and we run Baby, I know places we won't be found And they'll be chasing their tails trying to track us down 'Cause I, I know places we can hide I know places, I know places Lights flash and we'll run for the fences Let them say what they want, we won't hear it Loose lips sink ships all the damn time Not this time Just grab my hand and don't ever drop it, my love They are the hunters, we are the foxes, and we run Baby, I know places we won't be found And they'll be chasing their tails trying to track us down 'Cause I, I know places we can hide I know places They are the hunters, we are the foxes, and we run Just grab my hand and don't ever drop it, my love Baby, I know places we won't be found And they'll be chasing their tails trying to track us down 'Cause I, I know places we can hide I know places They take their shots, but we're bulletproof (I know places) And you know for me, it's always you (I know places) In the dead of night, your eyes so green (I know places) And I know for you, it's always me (I know places) I, I, I, I, I, I, I, I-I I, I, I, I, I, I, I, I-I"
64,clean,1989 (Deluxe),Taylor Swift,1/1/14,271000,63,0.815,0.232,0.377,0.0,0.1,-7.754,0.0346,0.211,103.97,"The drought was the very worst (Oh-oh, oh-oh) When the flowers that we'd grown together died of thirst It was months and months of back and forth (Oh-oh, oh-oh) You're still all over me Like a wine-stained dress I can't wear anymore Hung my head as I lost the war And the sky turned black like a perfect storm Rain came pouring down When I was drowning, that's when I could finally breathe And by morning Gone was any trace of you, I think I am finally clean (Oh, oh, oh, oh) There was nothing left to do (Oh-oh, oh-oh) When the butterflies turned to Dust that covered my whole room So I punched a hole in the roof (Oh-oh, oh-oh) Let the flood carry away all my pictures of you The water filled my lungs, I screamed so loud But no one heard a thing Rain came pouring down When I was drowning, that's when I could finally breathe And by morning Gone was any trace of you, I think I am finally clean (Oh, oh, oh, oh) I think I am finally clean (Oh, oh) Oh, oh, oh, oh, oh-oh Said, I think I am finally clean (Oh, oh) Oh, oh, oh, oh, oh-oh Ten months sober, I must admit Just because you're clean, don't mean you don't miss it Ten months older, I won't give in Now that I'm clean, I'm never gonna risk it The drought was the very worst (Oh-oh, oh-oh) When the flowers that we'd grown together died of thirst (Oh) The rain came pouring down When I was drowning, that's when I could finally breathe And by morning Gone was any trace of you, I think I am finally clean Rain came pouring down When I was drowning, that's when I could finally breathe And by morning Gone was any trace of you, I think I am finally clean (Oh, oh) Finally clean Think I'm finally clean (Oh, oh) Oh-oh, oh-oh (Oh, oh, oh) Think I'm finally clean"
65,wonderland,1989 (Deluxe),Taylor Swift,1/1/14,245560,65,0.422,0.0493,0.692,2.57e-05,0.177,-5.447,0.0549,0.197,184.014,"Flashing lights and we Took a wrong turn and we Fell down a rabbit hole You held on tight to me 'Cause nothing's as it seems And spinning out of control Didn't they tell us don't rush into things? Didn't you flash your green eyes at me? Haven't you heard what becomes of curious minds? Ooh, didn't it all seem new and exciting? I felt your arms twistin' around me I should have slept with one eye open at night We found Wonderland You and I got lost in it And we pretended it could last forever (Eh, eh) We found Wonderland You and I got lost in it And life was never worse but never better (Eh, eh) (Eh, eh, eh, eh, eh) In Wonderland (Eh, eh, eh, eh, eh) In Wonderland (Eh, eh, eh, eh, eh) In Wonderland (Eh, eh, eh, eh, eh) In Wonderland So we went on our way Too in love to think straight All alone, or so it seemed But there were strangers watching And whispers turned to talking And talking turned to screams, oh Didn't they tell us don't rush into things? Didn't you flash your green eyes at me? Didn't you calm my fears with a Cheshire cat smile? Ooh, didn't it all seem new and exciting? I felt your arms twistin' around me It's all fun and games 'til somebody loses their mind But darlin' We found Wonderland You and I got lost in it And we pretended it could last forever (Eh, eh) We found Wonderland You and I got lost in it And life was never worse but never better (Eh, eh) (Eh, eh, eh, eh, eh) In Wonderland (Eh, eh, eh, eh, eh) In Wonderland (Eh, eh, eh, eh, eh) In Wonderland (Eh, eh, eh, eh, eh) Whoa, in Wonderland I reached for you, but you were gone I knew I had to go back home You searched the world for something else To make you feel like what we had And in the end, in Wonderland We both went mad Oh We found Wonderland You and I got lost in it And we pretended it could last forever Last forever (Eh, eh) We found Wonderland You and I got lost in it (Got lost in it) And life was never worse but never better Never better (Eh, eh) (Eh, eh, eh, eh, eh) We found Wonderland You and I got lost in it (Eh, eh, eh, eh, eh) And we pretended it could last forever (In Wonderland) (Eh, eh, eh, eh, eh) We found Wonderland You and I got lost in it (Eh, eh, eh, eh, eh) And life was never worse but never better In Wonderland"
66,you are in love,1989 (Deluxe),Taylor Swift,1/1/14,267106,62,0.474,0.707,0.48,0.000108,0.0903,-8.894,0.0622,0.319,170.109,"One look, dark room Meant just for you Time moved too fast, you play it back Buttons on a coat, lighthearted joke No proof, not much, but you saw enough Small talk, he drives Coffee at midnight The light reflects the chain on your neck He says, ""Look up"" And your shoulders brush No proof, one touch, but you felt enough You can hear it in the silence (Silence), silence (Silence), you You can feel it on the way home (Way home), way home (Way home), you You can see it with the lights out (Lights out), lights out (Lights out) You are in love, true love You are in love Morning, his place Burnt toast, Sunday You keep his shirt, he keeps his word And for once, you let go Of your fears and your ghosts One step, not much, but it said enough You kiss on sidewalks You fight and you talk One night, he wakes Strange look on his face Pauses, then says ""You're my best friend"" And you knew what it was, he is in love You can hear it in the silence (Silence), silence (Silence), you You can feel it on the way home (Way home), way home (Way home), you You can see it with the lights out (Lights out), lights out (Lights out) You are in love, true love And so it goes You two are dancing in a snow globe, 'round and 'round And he keeps a picture of you in his office downtown And you understand now Why they lost their minds and fought the wars And why I've spent my whole life trying to put it into words 'Cause you can hear it in the silence You can feel it on the way home You can see it with the lights out You are in love, true love You are in love You can hear it in the silence (Silence), silence (Silence), you You can feel it on the way home (Way home), way home (Way home), you You can see it with the lights out (Lights out), lights out (Lights out) You are in love, true love You are in love You can hear it in the silence (Silence), silence (Silence), you You can feel it on the way home (Way home), way home (Way home), you You can see it with the lights out (Lights out), lights out (Lights out) You are in love, true love You are in love"
67,new romantics,1989 (Deluxe),Taylor Swift,1/1/14,230466,66,0.633,0.00463,0.889,0.000458,0.0658,-5.87,0.0715,0.584,121.956,"We're all bored, we're all so tired of everything We wait for trains that just aren't coming We show off our different scarlet letters Trust me, mine is better We're so young, but we're on the road to ruin We play dumb, but we know exactly what we're doing We cry tears of mascara in the bathroom Honey, life is just a classroom (Ah, ah, ah, ah, ah, ah) 'Cause baby, I could build a castle Out of all the bricks they threw at me And every day is like a battle But every night with us is like a dream Baby, we're the new romantics Come on, come along with me Heartbreak is the national anthem We sing it proudly We are too busy dancing to get knocked off our feet Baby, we're the new romantics The best people in life are free We're all here, the lights and noise are blinding We hang back, it's all in the timing It's poker He can't see it in my face But I'm about to play my Ace (Ahh) We need love, but all we want is danger We team up, then switch sides like a record changer The rumors are terrible and cruel But honey, most of them are true (Ah, ah, ah, ah, ah, ah) Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified 'Cause baby, I could build a castle Out of all the bricks they threw at me And every day is like a battle But every night with us is like a dream Baby, we're the new romantics Come on, come along with me Heartbreak is the national anthem We sing it proudly We are too busy dancing (Yeah) to get knocked off our feet Baby, we're the new romantics The best people in life are free (Oh, oh, oh-oh, oh) Oh-oh (Oh, oh, oh-oh, oh) So, come on, come along with me (Oh, oh, oh-oh, oh) The best people in life are free (Oh, oh, oh-oh, oh) Please take my hand and Please take me dancing, and Please leave me stranded It's so romantic (it's so romantic) (Ah, ah, ah, ah, ah, ah) Oh, 'cause baby, I could build a castle Out of all the bricks they threw at me And every day is like a battle, oh-oh But every night with us is like a dream 'Cause baby, I could build a castle (castle) Out of all the bricks they threw at me And every day is like a battle But every night with us is like a dream Baby, we're the new romantics Come on, come along with me Heartbreak is the national anthem We sing it proudly We are too busy dancing to get knocked off our feet Baby, we're the new romantics The best people in life are free"
68,...ready for it?,reputation,Taylor Swift,11/10/17,208186,74,0.613,0.0527,0.764,0.0,0.197,-6.509,0.136,0.417,160.015,"Knew he was a killer first time that I saw him Wondered how many girls he had loved and left haunted But if he's a ghost, then I can be a phantom Holdin' him for ransom, some Some boys are tryin' too hard, he don't try at all though Younger than my exes, but he act like such a man, so I see nothing better, I keep him forever Like a vendetta-ta I, I, I see how this is gon' go Touch me and you'll never be alone I-Island breeze and lights down low No one has to know In the middle of the night, in my dreams You should see the things we do, baby In the middle of the night, in my dreams I know I'm gonna be with you, so I take my time Are you ready for it? Knew I was a robber first time that he saw me Stealing hearts and running off and never sayin' sorry But if I'm a thief, then he can join the heist, and We'll move to an island, and And he can be my jailer, Burton to this Taylor Every love I've known in comparison is a failure I forget their names now, I'm so very tame now Never be the same now, now Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified I, I, I see how this is gon' go Touch me and you'll never be alone I-Island breeze and lights down low No one has to know (No one has to know) In the middle of the night, in my dreams You should see the things we do, baby In the middle of the night in my dreams I know I'm gonna be with you, so I take my time Are you ready for it? Oh, are you ready for it? Baby, let the games begin Let the games begin Let the games begin Baby, let the games begin Let the games begin Let the games begin I, I, I see how this is gon' go Touch me and you'll never be alone I-Island breeze and lights down low No one has to know In the middle of the night (Night), in my dreams (My dreams) You should see the things we do (We do), baby (Baby), hmm (Eh) In the middle of the night, in my dreams (My dreams) I know I'm gonna be with you (I know I'm gonna be with you) So I take my time In the middle of the night Baby, let the games begin Let the games begin Let the games begin Are you ready for it? Baby, let the games begin Let the games begin Let the games begin Are you ready for it?"
69,end game,reputation,Taylor Swift,11/10/17,244826,72,0.649,0.00845,0.589,0.0,0.108,-6.237,0.0558,0.151,159.073,"I wanna be your end game I wanna be your first string I wanna be your A-Team (Whoa, whoa, whoa) I wanna be your end game, end game Big reputation, big reputation Ooh, you and me, we got big reputations, ah And you heard about me, ooh I got some big enemies (Yeah) Big reputation, big reputation Ooh, you and me would be a big conversation, ah (Git, git) And I heard about you, ooh (Yeah) You like the bad ones, too You so dope, don't overdose, I’m so stoked, I need a toast We do the most, I'm in the Ghost like I'm whippin’ a boat I got a reputation, girl that don't precede me (Yeah) I'm one call away whenever you need me (Yeah) I'm in a G5 (Yeah), come to the A-Side (Yeah) I got a bad boy persona, that's what they like (What they like) You love it, I love it too 'cause you my type (You my type) You hold me down and I protect you with my life I don't wanna touch you, I don't wanna be Just another ex-love you don’t wanna see I don’t wanna miss you (I don't wanna miss you) Like the other girls do I don’t wanna hurt you, I just wanna be Drinking on a beach with you all over me I know what they all say (I know what they all say) But I ain't tryna play I wanna be your end game (End game) I wanna be your first string (First string) I wanna be your A-Team (A-Team) I wanna be your end game, end game Knew her when I was young, reconnected when we were little bit older Both sprung, I got issues and chips on both of my shoulders Reputation precedes me, in rumors, I'm knee-deep The truth is, it's easier to ignore it, believe me Even when we’d argue, we'd not do it for long And you understand the good and bad end up in the song For all your beautiful traits, and the way you do it with ease For all my flaws, paranoia, and insecurities I've made mistakes and made some choices, that's hard to deny After the storm, something was born on the 4th of July I've passed days without fun, this end game is the one With four words on the tip of my tongue, I'll never say it I don't wanna touch you, I don't wanna be Just another ex-love you don't wanna see I don't wanna miss you (I don't wanna miss you) Like the other girls do I don't wanna hurt you, I just wanna be Drinking on a beach with you all over me I know what they all say, yeah But I ain't tryna play I wanna be your end game (End game) I wanna be your first string (Wanna be your first string) I wanna be your A-Team (A-Team) I wanna be your end game, end game Big reputation, big reputation Ooh, you and me, we got big reputations, ah And you heard about me, ooh I got some big enemies Hey, big reputation, big reputation Ooh, you and me would be a big conversation, ah And I heard about you, ooh You like the bad ones, too I hit you like bang, we tried to forget it, but we just couldn't And I bury hatchets, but I keep maps of where I put 'em Reputation precedes me, they told you I'm crazy I swear I don't love the drama, it loves me And I can't let you go, your hand prints on my soul It's like your eyes are liquor, it's like your body is gold You've been calling my bluff on all my usual tricks So here's the truth from my red lips I wanna be your end game (End game) I wanna be your first string (Me and you, first string) I wanna be your A-Team (Be your A-Team now, A-Team) I wanna be your end game, end game I wanna be your end game (Oh, I do) I wanna be your first string (First string) I wanna be your A-Team (A-Team) I wanna be your end game, end game"
70,i did something bad,reputation,Taylor Swift,11/10/17,238253,74,0.696,0.0679,0.602,2.11e-05,0.0696,-6.156,0.159,0.305,82.989,"I never trust a narcissist, but they love me So I play 'em like a violin And I make it look oh-so-easy 'Cause for every lie I tell them, they tell me three This is how the world works Now all he thinks about is me I can feel the flames on my skin Crimson red paint on my lips If a man talks shit, then I owe him nothing I don't regret it one bit, 'cause he had it coming They say I did something bad Then why's it feel so good? They say I did something bad But why's it feel so good? Most fun I ever had And I'd do it over and over and over again if I could It just felt so good, good Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da Da-da da-da I never trust a playboy, but they love me So I fly 'em all around the world And I let them think they saved me They never see it comin', what I do next This is how the world works You gotta leave before you get left I can feel the flames on my skin He says, ""Don't throw away a good thing"" But if he drops my name, then I owe him nothin' And if he spends my change, then he had it comin' They say I did something bad (Oh) Then why's it feel so good? They say I did something bad But why's it feel so good? Most fun I ever had And I'd do it over and over and over again if I could It just felt so good, good Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da (It just felt so good) Ra-di-di-di-di-di-di-di-di-di-da-da Da-da da-da They're burning all the witches even if you aren't one They got their pitchforks and proof, their receipts and reasons They're burning all the witches even if you aren't one So light me up (Light me up), light me up (Light me up) Light me up, go ahead and light me up (Light me up) Light me up (Light me up), light me up (Light me up) Light me up (Light me up), light me up They say I did something bad (Oh) Then why's it feel so good? (So good) They say I did something bad But why's it feel so (Good) good? Most fun I ever had (Most fun I ever had) And I'd do it over and over and over again if I could It just felt so good (Good), good Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da Da-da da-da Oh, you say I did something bad (You say I did something bad?) Why's it feel so good, good? So bad, why's it feel so good? Why's it feel, why's it feel so good? (Bad) It just felt so good, good"
71,don’t blame me,reputation,Taylor Swift,11/10/17,236413,75,0.615,0.106,0.534,1.76e-05,0.0607,-6.719,0.0386,0.193,135.917,"Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life I've been breakin' hearts a long time And toyin' with them older guys Just playthings for me to use Something happened for the first time In the darkest little paradise Shakin', pacin', I just need you For you, I would cross the line I would waste my time I would lose my mind They say, ""She's gone too far this time"" Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life My name is whatever you decide And I'm just gonna call you mine I'm insane, but I'm your baby (Your baby) Echoes of your name inside my mind Halo hiding my obsession I once was poison ivy, but now I'm your daisy And baby, for you, I would fall from grace Just to touch your face If you walk away, I'd beg you on my knees to stay Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life I get so high, oh! Every time you're, every time you're lovin' me You're lovin' me Trip of my life, oh! Every time you're, every time you're touchin' me You're touchin' me Every time you're, every time you're lovin' me Oh, Lord, save me My drug is my baby I'll be usin' for the rest of my life (Usin' for the rest of my life, oh-whoah-oh-oh) Don't blame me, love made me crazy If it doesn't, you ain't doin' it right (Doin' it right, no) Lord, save me, my drug is my baby I'll be usin' for the rest of my life, oh-oh Don't blame me, love made me crazy (Oh-oh-oh) If it doesn't, you ain't doin' it right (You ain't doin' it right) Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life (I'll be usin', I'll be usin') I get so high, oh! Every time you're, every time you're lovin' me You're lovin' me Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life"
72,delicate,reputation,Taylor Swift,11/10/17,232253,78,0.75,0.216,0.404,0.000357,0.0911,-10.178,0.0682,0.0499,95.045,"This ain't for the best My reputation's never been worse, so You must like me for me... We can't make Any promises now, can we, babe? But you can make me a drink Dive bar on the East Side, where you at? Phone lights up my nightstand in the black Come here, you can meet me in the back Dark jeans and your Nikes, look at you Oh damn, never seen that color blue Just think of the fun things we could do ('Cause I like you) This ain't for the best My reputation's never been worse, so You must like me for me... (Yeah, I want you) We can't make Any promises now, can we, babe? But you can make me a drink Is it cool that I said all that? Is it chill that you're in my head? 'Cause I know that it's delicate (Delicate) Is it cool that I said all that? Is it too soon to do this yet? 'Cause I know that it's delicate Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it... delicate? Third floor on the West Side, me and you Handsome, you're a mansion with a view Do the girls back home touch you like I do? Long night, with your hands up in my hair Echoes of your footsteps on the stairs Stay here, honey, I don't wanna share ('Cause I like you) This ain't for the best My reputation's never been worse, so You must like me for me… (Yeah, I want you) We can't make Any promises now, can we, babe? But you can make me a drink Is it cool that I said all that? Is it chill that you're in my head? 'Cause I know that it's delicate (Delicate) Is it cool that I said all that? Is it too soon to do this yet? 'Cause I know that it's delicate Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it delicate? Sometimes I wonder when you sleep Are you ever dreaming of me? Sometimes when I look into your eyes I pretend you're mine, all the damn time 'Cause I like you Is it cool that I said all that? Is it chill that you're in my head? 'Cause I know that it's delicate (Delicate) (Yeah, I want you) Is it cool that I said all that? Is it too soon to do this yet? 'Cause I know that it's delicate (Delicate) ('Cause I like you) Is it cool that I said all that? Isn't it? Isn't it? Isn't it? Isn't it? Is it chill that you're in my head? Isn't it? Isn't it? Isn't it? Isn't it? 'Cause I know that it's delicate Isn't it? Isn't it? Isn't it? Isn't it? (Yeah, I want you) Is it cool that I said all that? Isn't it? Isn't it? Isn't it? Isn't it? Is it too soon to do this yet? Isn't it? Isn't it? Isn't it? 'Cause I know that it's delicate Isn't it delicate?"
73,look what you made me do,reputation,Taylor Swift,11/10/17,211853,77,0.766,0.204,0.709,1.41e-05,0.126,-6.471,0.123,0.506,128.07,"I don't like your little games Don't like your tilted stage The role you made me play Of the fool, no, I don't like you I don't like your perfect crime How you laugh when you lie You said the gun was mine Isn't cool, no, I don't like you (Oh) But I got smarter, I got harder in the nick of time Honey, I rose up from the dead, I do it all the time I've got a list of names and yours is in red, underlined I check it once, then I check it twice, oh! Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me— Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do I don't like your kingdom keys They once belonged to me You asked me for a place to sleep Locked me out and threw a feast (What?) The world moves on, another day, another drama, drama But not for me, not for me, all I think about is karma And then the world moves on, but one thing's for sure Maybe I got mine, but you'll all get yours But I got smarter, I got harder in the nick of time Honey, I rose up from the dead, I do it all the time I've got a list of names and yours is in red, underlined I check it once, then I check it twice, oh! Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me— Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams (Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me— Ooh, look what you made me do Look what you made me do Look what you just made me—) ""I'm sorry, the old Taylor can't come to the phone right now ""Why? Oh, 'cause she's dead!"" (Oh) Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me— Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me— Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do"
74,so it goes...,reputation,Taylor Swift,11/10/17,227906,66,0.574,0.122,0.61,1.1e-06,0.13,-7.283,0.0732,0.374,74.957,"See you in the dark All eyes on you, my magician All eyes on us You make everyone disappear, and Cut me into pieces Gold cage, hostage to my feelings Back against the wall Trippin', trip-trippin' when you're gone 'Cause we break down a little But when you get me alone, it's so simple 'Cause baby, I know what you know We can feel it And all the pieces fall right into place Getting caught up in a moment Lipstick on your face So it goes… I'm yours to keep And I'm yours to lose You know I'm not a bad girl, but I Do bad things with you So it goes… Met you in a bar All eyes on me, your illusionist All eyes on us I make all your gray days clear And wear you like a necklace I'm so chill, but you make me jealous But I got your heart Skippin', skip-skippin' when I'm gone 'Cause we break down a little But when I get you alone, it's so simple 'Cause baby, I know what you know We can feel it And all the pieces fall right into place Getting caught up in a moment Lipstick on your face So it goes… I'm yours to keep And I'm yours to lose You know I'm not a bad girl, but I Do bad things with you So it goes… Come here, dressed in black now So, so, so it goes Scratches down your back now So, so, so it goes You did a number on me But, honestly, baby, who's counting? I did a number on you But, honestly, baby, who's counting? You did a number on me But, honestly, baby, who's counting? Who's counting? (One, two, three) And all the pieces fall right into place (Pieces fall) Getting caught up in a moment (Caught up, caught up) Lipstick on your face So it goes… I'm yours to keep (Oh) And I'm yours to lose (Baby) You know I'm not a bad girl, but I I do bad things with you So it goes… Come here, dressed in black now So, so, so it goes Scratches down your back now So, so, so it goes Come here, dressed in black now So, so, so it goes Scratches down your back now So, so, so it goes"
75,gorgeous,reputation,Taylor Swift,11/10/17,209680,72,0.8,0.0713,0.535,9.48e-06,0.213,-6.684,0.135,0.451,92.027,"Gorgeous You should take it as a compliment That I got drunk and made fun of the way you talk You should think about the consequence Of your magnetic field being a little too strong And I got a boyfriend, he's older than us He's in the club doin' I don't know what You're so cool, it makes me hate you so much (I hate you so much) Whisky on ice, Sunset and Vine You've ruined my life by not being mine You're so gorgeous I can't say anything to your face 'Cause look at your face (Gorgeous) And I'm so furious At you for making me feel this way But what can I say? You're gorgeous You should take it as a compliment That I'm talking to everyone here but you (But you, but you) And you should think about the consequence Of you touching my hand in a darkened room (Dark room, dark room) If you've got a girlfriend, I'm jealous of her But if you're single that's honestly worse 'Cause you're so gorgeous it actually hurts (Honey, it hurts) Ocean blue eyes looking in mine I feel like I might sink and drown and die You're so gorgeous I can't say anything to your face (To your face) 'Cause look at your face (Look at your face, gorgeous) And I'm so furious At you for making me feel this way (Feel this way) But what can I say? You're gorgeous You make me so happy it turns back to sad There's nothing I hate more than what I can't have And you are so gorgeous it makes me so mad (Mmh) You make me so happy it turns back to sad (Yeah) There's nothing I hate more than what I can't have and Guess I'll just stumble on home to my cats (Yeugh), alone Unless, you wanna come along? (Oh) You're so gorgeous I can't say anything to your face (To your face) 'Cause look at your face (Look at your face, gorgeous) And I'm so furious (I'm so furious) At you for making me feel this way (Feel this way) But what can I say? (I say) You're gorgeous You make me so happy it turns back to sad (Yeah) There's nothing I hate more than what I can't have And you are so gorgeous it makes me so mad (Mmh) You're gorgeous You make me so happy it turns back to sad (It turns back to sad) There's nothing I hate more than what I can't have (What I can have) You are so gorgeous it makes me so mad (Mmh) You're gorgeous"
76,getaway car,reputation,Taylor Swift,11/10/17,233626,76,0.562,0.00465,0.689,2.23e-06,0.0888,-6.745,0.127,0.351,172.054,"No, nothing good starts in a getaway car It was the best of times, the worst of crimes I struck a match and blew your mind But I didn't mean it And you didn’t see it The ties were black, the lies were white In shades of gray in candlelight I wanted to leave him I needed a reason ""X"" marks the spot where we fell apart He poisoned the well, I was lyin' to myself I knew it from the first Old Fashioned, we were cursed We never had a shotgun shot in the dark (Oh!) You were drivin' the getaway car We were flyin’, but we'd never get far Don't pretend it's such a mystery Think about the place where you first met me Ridin' in a getaway car There were sirens in the beat of your heart Should've known I'd be the first to leave Think about the place where you first met me In a getaway car, oh-oh-oh No, they never get far, oh-oh-ahh No, nothing good starts in a getaway car It was the great escape, the prison break The light of freedom on my face But you weren't thinkin’ And I was just drinkin’ While he was runnin' after us, I was screamin’, ""Go, go, go!"" But with three of us, honey, it's a sideshow And a circus ain't a love story And now we're both sorry (We’re both sorry) ""X"" marks the spot where we fell apart He poisoned the well, every man for himself I knew it from the first Old Fashioned, we were cursed It hit you like a shotgun shot to the heart (Oh!) You were drivin' the getaway car We were flyin', but we'd never get far Don't pretend it's such a mystery Think about the place where you first met me Ridin' in a getaway car There were sirens in the beat of your heart Should've known I'd be the first to leave Think about the place where you first met me In a getaway car, oh-oh-oh No, they never get far, oh-oh-ahh No, nothing good starts in a getaway car We were jet-set, Bonnie and Clyde (Oh-oh) Until I switched to the other side To the other side It's no surprise I turned you in (Oh-oh) 'Cause us traitors never win I'm in a getaway car I left you in a motel bar Put the money in a bag and I stole the keys That was the last time you ever saw me (Oh!) Drivin' the getaway car We were flyin', but we'd never get far (Don't pretend) Don't pretend it's such a mystery Think about the place where you first met me Ridin' in a getaway car There were sirens in the beat of your heart (Should've known) Should've known I'd be the first to leave Think about the place where you first met me In a getaway car, oh-oh-oh No, they never get far, oh-oh-ahh No, nothing good starts in a getaway car I was ridin' in a getaway car I was cryin' in a getaway car I was dyin' in a getaway car Said goodbye in a getaway car Ridin' in a getaway car I was cryin' in a getaway car I was dyin' in a getaway car Said goodbye in a getaway car"
77,king of my heart,reputation,Taylor Swift,11/10/17,214320,69,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,0.314,110.01,"I'm perfectly fine, I live on my own I made up my mind, I'm better off bein' alone We met a few weeks ago Now you try on callin' me ""Baby"" like tryin' on clothes Salute to me, I'm your American queen And you move to me like I'm a Motown beat And we rule the kingdom inside my room 'Cause all the boys and their expensive cars With their Range Rovers and their Jaguars Never took me quite where you do And all at once, you are the one I have been waiting for King of my heart, body, and soul, ooh whoa And all at once, you're all I want, I'll never let you go King of my heart, body, and soul, ooh whoa And all at once, I've been waiting, waiting Ooh whoa, ooh whoa And all at once, you are the one, I have been waiting, waiting Body and soul, ooh whoa And all at once Late in the night, the city's asleep Your love is a secret I'm hoping, dreaming, dying to keep Change my priorities The taste of your lips is my idea of luxury Salute to me, I'm your American queen And you move to me like I'm a Motown beat And we rule the kingdom inside my room (Inside my room, oh) 'Cause all the boys and their expensive cars With their Range Rovers and their Jaguars Never took me quite where you do (Where you do) And all at once, you are the one I have been waiting for King of my heart, body, and soul, ooh whoa And all at once, you're all I want, I'll never let you go King of my heart (My heart), body, and soul, ooh whoa And all at once (Hey), I've been waiting, waiting (Waiting) Ooh, whoa, ooh whoa And all at once, you are the one I have been waiting (Waiting), waiting (Waiting) Body and soul, ooh whoa And all at once Is this the end of all the endings? My broken bones are mending With all these nights we're spending Up on the roof with a school girl crush Drinking beer out of plastic cups Say you fancy me, not fancy stuff Baby, all at once, this is enough And all at once, you are the one I have been waiting for King of my heart, body, and soul, ooh whoa And all at once, you are the one I have been waiting for King of my heart, body, and soul, ooh whoa And all at once, you're all I want, I'll never let you go King of my heart (My heart), body, and soul (My soul), ooh whoa And all at once, I've been waiting, waiting Ooh whoa, ooh whoa And all at once 'Cause you're the one I have been waiting, waiting Body and soul, ooh whoa And all at once"
